REGISTRO;POZO;ALS;AREA;FORMACION;FechaMonitoreo; BWPD ; BOPD ; BFPD ;BSW; PPMaverage ; PPMmax ;P25to45;P45to106;P106to250;P250to425;PM425;CUADRILLA
3494;2936;BM;CIRA SUR;MUGROSA B;5-jul;8;8;16;51,71%;2,76;2,81;44,08%;;37,91%;11,85%;6,16%;C1
3495;2278;PCP;CIRA NORTE ;MUGROSA C;5-jul;633;52,6;685,6;92,31%;1127,47;1146,32;43,91%;;55,82%;0,18%;0,10%;C1
3496;5048;BM;CIRA SUR;MUGROSA B;5-jul;133;32;165;80,67%;3,45;3,52;33,97%;;43,89%;15,27%;6,87%;C1
3497;2172;ESP;CIRA SUR;MUGROSA C ;4-jul;828;88,1;916,1;90,35%;72,75;114,37;61,08%;;33,11%;5,27%;0,55%;C2
3498;1726;BM;CIRA NORTE;MUGROSA B;4-jul;85;67,5;152,5;55,69%;17,24;24,05;33,91%;;44,61%;15,53%;5,95%;C2
3499;2913;BM;CIRA SUR;MUGROSA C;5-jul;926;18,05;944,05;98,08%;27,82;28,27;87,41%;;7,27%;1,91%;3,40%;C2
3500;3201;BM;INFA SUR;MUGROSA C;5-jul;1089;55,22;1144,22;95,15%;96,85;126,1;19,69%;;45,31%;22,88%;12,12%;C2
3501;3385;ESP;INFA SUR;ESMERALDAS - LA PAZ - MUGROSA DC;5-jul;1267;55,49;1322,49;95,83%;738,53;2136,2;1,53%;;18,08%;61,88%;18,57%;C2
3502;2655;BM;CIRA NORTE;MUGROSA C;5-jul;556;103,66;659,66;84,25%;51,91;54,17;54,37%;;41,06%;4,20%;0,37%;C2
3503;3417;PCP;CIRA SUR;MUGROSA C;4-jul;997;12,96;1009,96;98,75%;4,53;9,59;83,90%;;9,76%;3,60%;2,74%;C3
3504;2212;ESP;CIRA SUR ;MUGROSA C;4-jul;1432;67,89;1499,89;95,46%;295,9;301,5;24,75%;;45,05%;21,17%;9,03%;C3
3505;2757;PCP;CIRA ESTE;MUGROSA C;5-jul;102;16,25;118,25;86,20%;15,99;16,11;67,76%;;12,72%;3,12%;16,41%;C3
3506;2391;BM;INFA CENTRAL;MUGROSA B;5-jul;0;2,4;2,4;0,10%;32,24;32,48;62,66%;;26,00%;5,95%;5,39%;C3
3507;3120;BM;INFA CENTRAL;MUGROSA C;5-jul;1110;73,83;1183,83;93,79%;9,34;9,54;31,71%;;37,69%;17,25%;13,35%;C3
3508;3210;BM;INFA SUR;MUGROSA C;5-jul;1008;20;1028;98,08%;3,37;3,48;42,08%;;48,65%;5,41%;3,86%;C3
3509;5049;BM;CIRA SUR;MUGROSA B;8-jul;10;31;41;24,00%;3,83;3,9;63,30%;;26,26%;7,07%;3,37%;C1
3510;5099;BM;CIRA SUR;MUGROSA B;8-jul;165;31,31;196,31;84,26%;23,22;23,82;60,49%;;28,76%;5,82%;4,92%;C1
3511;5100;PCP;CIRA SUR;MUGROSA B;8-jul;59;29,54;88,54;66,47%;10,83;10,99;37,32%;;29,31%;17,36%;16,01%;C1
3512;3767;BM;INFA CENTRAL;MUGROSA C;8-jul;671;35,87;706,87;94,94%;287,08;292,23;49,68%;;45,61%;3,81%;0,90%;C1
3513;5058;BM;CIRA SUR;MUGROSA B;9-jul;5;37,02;42,02;12,18%;4,22;4,34;26,63%;;3,10%;62,54%;7,74%;C1
3514;3767;BM;INFA CENTRAL;MUGROSA C;9-jul;671;35,87;706,87;94,94%;403,26;408,81;29,81%;;61,47%;7,14%;1,58%;C1
3515;5050;PCP;CIRA SUR;MUGROSA B;9-jul;406;110;516;78,67%;37,14;38,7;40,86%;;42,98%;10,52%;5,65%;C1
3516;2123;PCP;CIRA SUR;MUGROSA B;9-jul;106;94;200;53,00%;59,21;63,41;32,04%;;41,18%;23,61%;3,18%;C1
3517;3498;BM;;;8-jul;111;259,2;370,2;30,00%;18,28;19,61;34,87%;;40,50%;24,05%;0,58%;C2
3518;2265;PCP;CIRA NORTE;MUGROSA C;8-jul;600;59,65;659,65;91,00%;87,12;126,37;73,37%;;19,53%;2,75%;4,36%;C2
3519;4614;BM;;;8-jul;222;171,2;393,2;56,49%;9,76;18,88;73,57%;;16,89%;3,96%;5,58%;C2
3520;2536;ESP;CIRA NORTE;MUGROSA C;8-jul;1066;39,81;1105,81;96,43%;75,83;109,82;44,16%;;25,96%;9,74%;20,14%;C2
3521;2655;BM;CIRA NORTE;MUGROSA C;9-jul;556;103,66;659,66;84,25%;65,85;121,33;53,46%;;40,12%;5,86%;0,56%;C2
3522;4600;PCP;CIRA SUR;MUGROSA C;9-jul;236;32,9;268,9;87,80%;416,63;433,72;63,31%;;35,89%;0,65%;0,14%;C2
3523;3378;BM;INFA NORTE;MUGROSA C;9-jul;744;10,11;754,11;98,68%;41,4;42,68;79,33%;;7,14%;5,46%;8,07%;C2
3524;2251;BM;INFA NORTE;MUGROSA C;9-jul;839;42,7;881,7;95,15%;31,14;42,6;59,15%;;28,40%;6,37%;6,08%;C2
3525;2212;ESP;CIRA SUR;MUGROSA C;8-jul;1432;67,89;1499,89;95,46%;617,18;625,91;35,14%;;45,05%;14,43%;5,39%;C3
3526;302;ESP;;;8-jul;40;14,98;54,98;71,90%;365,4;368,08;92,07%;;7,83%;0,01%;0,30%;C3
3527;2258;BM;CIRA ESTE;MUGROSA C;8-jul;627;69,5;696,5;90,00%;9,98;10,26;67,24%;;29,44%;2,25%;1,06%;C3
3528;3906;PCP;CIRA NORTE;MUGROSA C;8-jul;369;31;400;92,31%;4,84;4,96;47,83%;;35,33%;13,04%;3,80%;C3
3529;3441;ESP;CIRA SUR;MUGROSA C;9-jul;1353;206,58;1559,58;86,78%;50,53;50,7;34,82%;;44,91%;9,70%;10,56%;C3
3530;3417;PCP;CIRA SUR;MUGROSA C;9-jul;997;12,96;1009,96;98,75%;12,41;12,51;76,58%;;10,76%;5,38%;7,28%;C3
3531;3957;BM;CIRA SUR;MUGROSA C;9-jul;569;46,4;615,4;92,53%;1,75;1,77;41,35%;;25,56%;18,80%;14,29%;C3
3532;928;BM;CIRA SUR;MUGROSA CB;9-jul;445;0,2;445,2;100,00%;17,6;27,92;31,84%;;43,85%;16,57%;7,73%;C3
3533;5055;BM;CIRA SUR;MUGROSA C;10-jul;1;41,87;42,87;1,34%;6,04;19,33;50,09%;;40,48%;6,65%;2,77%;C1
3534;5051;BM;CIRA SUR;MUGROSA C;10-jul;0;180;180;0,00%;2,9;9,39;40,15%;;23,36%;21,90%;14,60%;C1
3535;5105;BM;CIRA SUR;MUGROSA C;10-jul;1;16,85;17,85;6,19%;6,62;6,67;77,95%;;19,88%;0,98%;1,18%;C1
3536;3767;BM;INFA CENTRAL;MUGROSA C;10-jul;671;35,87;706,87;94,94%;2280,23;3338,05;17,81%;;76,44%;4,86%;0,89%;C1
3537;5052;BM;CIRA SUR;MUGROSA C ;11-jul;1;68,39;69,39;1,04%;8,34;10,22;64,48%;;19,36%;8,16%;8,00%;C1
3538;3767;BM;INFA CENTRAL;MUGROSA C;11-jul;671;35,87;706,87;94,94%;1044,46;2398,03;18,98%;;69,58%;9,66%;1,78%;C1
3539;5103;BM;CIRA SUR;MUGROSA C;11-jul;0;12,14;12,14;0,30%;10,11;24,52;42,36%;;49,87%;6,27%;1,50%;C1
